candidate_id,requisition_id,job_family,location,source_channel,application_date,gender_group,race_ethnicity_group
C00936,R1252,Customer,Other,Job board,2025-04-14,Men,White
C00937,R1963,Corporate,Remote,Campus,2025-05-26,Nonbinary/Other,White
C00938,R1932,Engineering,Remote,Referral,2025-02-17,Men,White
C00939,R1344,Corporate,Other,Referral,2025-12-31,Women,White
C00940,R1093,Engineering,Seattle,Agency,2025-09-27,Nonbinary/Other,White
C00941,R1788,Corporate,Remote,Campus,2025-08-18,Women,White
C00942,R1309,Corporate,Seattle,Referral,2025-11-03,Men,Unknown
C00943,R1450,Corporate,Other,Campus,2025-12-14,Women,White
C00944,R1977,Customer,Remote,Job board,2025-07-08,Men,White
C00945,R1026,Operations,Remote,Campus,2025-11-13,Women,White
C00946,R1227,Customer,Seattle,Job board,2025-12-16,Women,White
C00947,R1004,Customer,Other,Referral,2025-09-23,Women,Unknown
C00948,R1072,Customer,Remote,Campus,2025-04-30,Men,Asian
C00949,R1065,Corporate,Other,Agency,2025-09-13,Men,White
C00950,R1535,Corporate,Seattle,Job board,2025-12-23,Women,Asian
C00951,R1972,Corporate,Other,Referral,2025-10-08,Men,Asian
C00952,R1680,Customer,Seattle,Campus,2025-12-07,Unknown,Asian
C00953,R1801,Operations,Remote,Campus,2025-02-13,Women,Hispanic/Latino
C00954,R1910,Customer,Remote,Referral,2025-03-26,Women,Black
C00955,R1623,Engineering,Remote,Campus,2025-01-13,Men,White
C00956,R1346,Engineering,Other,Campus,2025-08-24,Men,White
C00957,R1567,Corporate,Remote,Job board,2025-11-27,Men,White
C00958,R1039,Operations,Remote,Referral,2025-12-12,Men,Asian
C00959,R1342,Engineering,Remote,Campus,2025-04-25,Men,White
C00960,R1024,Engineering,Seattle,Agency,2025-09-30,Men,Asian
C00961,R1781,Engineering,Seattle,Campus,2025-05-01,Men,White
C00962,R1683,Corporate,Remote,Agency,2025-12-21,Men,Asian
C00963,R1819,Engineering,Remote,Agency,2025-09-17,Women,White
C00964,R1522,Customer,Other,Agency,2025-03-05,Nonbinary/Other,White
C00965,R1168,Operations,Remote,Job board,2025-02-05,Women,Two+
C00966,R1247,Operations,Seattle,Agency,2025-10-26,Men,Unknown
C00967,R1853,Engineering,Seattle,Job board,2025-09-05,Men,Two+
C00968,R1559,Customer,Remote,Job board,2025-09-28,Nonbinary/Other,Black
C00969,R1787,Operations,Remote,Campus,2025-04-27,Unknown,Asian
C00970,R1754,Engineering,Other,Referral,2025-06-18,Women,White
C00971,R1305,Customer,Other,Job board,2025-09-30,Men,White
C00972,R1475,Customer,Other,Campus,2025-03-12,Women,White
C00973,R1516,Customer,Remote,Job board,2025-01-01,Men,White
C00974,R1438,Engineering,Remote,Job board,2025-01-28,Men,Unknown
C00975,R1091,Corporate,Seattle,Agency,2025-03-20,Women,White
C00976,R1649,Customer,Seattle,Agency,2025-11-02,Men,White
C00977,R1183,Corporate,Seattle,Referral,2025-11-07,Women,White
C00978,R1230,Operations,Remote,Agency,2025-04-23,Men,Asian
C00979,R1352,Corporate,Other,Referral,2025-11-11,Men,White
C00980,R1434,Corporate,Other,Campus,2025-08-25,Men,White
C00981,R1301,Operations,Seattle,Agency,2025-09-02,Men,White
C00982,R1369,Customer,Remote,Campus,2025-05-06,Women,White
C00983,R1470,Engineering,Seattle,Campus,2025-06-14,Nonbinary/Other,Two+
C00984,R1110,Operations,Remote,Campus,2025-01-28,Men,Asian
C00985,R1807,Operations,Seattle,Referral,2025-07-17,Women,White
C00986,R1311,Corporate,Remote,Referral,2025-12-14,Men,Unknown
C00987,R1627,Operations,Other,Referral,2025-01-04,Women,White
C00988,R1856,Engineering,Remote,Campus,2025-06-22,Nonbinary/Other,Asian
C00989,R1451,Engineering,Other,Agency,2025-08-09,Women,Hispanic/Latino
C00990,R1141,Corporate,Remote,Agency,2025-11-07,Men,White
C00991,R1297,Corporate,Other,Campus,2025-06-20,Women,White
C00992,R1887,Operations,Remote,Campus,2025-04-07,Men,Asian
C00993,R1997,Engineering,Remote,Agency,2025-06-29,Men,Two+
C00994,R1396,Corporate,Seattle,Agency,2025-05-16,Men,Asian
C00995,R1873,Engineering,Seattle,Job board,2025-02-12,Men,Two+
C00996,R1721,Operations,Seattle,Agency,2025-04-29,Men,Asian
C00997,R1357,Operations,Other,Referral,2025-11-14,Men,White
C00998,R1968,Customer,Seattle,Job board,2025-07-27,Men,White
C00999,R1751,Operations,Remote,Job board,2025-04-27,Women,White
C01000,R1132,Customer,Other,Job board,2025-05-07,Women,Unknown
C01001,R1634,Operations,Seattle,Agency,2025-03-30,Men,White
C01002,R1097,Corporate,Remote,Agency,2025-04-05,Unknown,Unknown
C01003,R1657,Engineering,Seattle,Campus,2025-03-09,Unknown,Two+
C01004,R1777,Customer,Other,Campus,2025-09-01,Women,White
C01005,R1474,Customer,Other,Campus,2025-07-10,Men,White
C01006,R1395,Operations,Seattle,Referral,2025-05-07,Men,Unknown
C01007,R1774,Engineering,Remote,Job board,2025-07-05,Women,Hispanic/Latino
C01008,R1440,Customer,Seattle,Referral,2025-11-22,Men,White
C01009,R1223,Engineering,Seattle,Agency,2025-07-13,Men,Asian
C01010,R1362,Corporate,Other,Referral,2025-04-09,Women,White
C01011,R1341,Engineering,Remote,Referral,2025-02-14,Men,Asian
C01012,R1670,Corporate,Seattle,Referral,2025-01-31,Men,Two+
C01013,R1653,Operations,Seattle,Agency,2025-03-14,Women,White
C01014,R1722,Corporate,Seattle,Referral,2025-12-03,Men,White
C01015,R1648,Operations,Other,Job board,2025-01-31,Men,Asian
C01016,R1969,Engineering,Other,Referral,2025-01-21,Nonbinary/Other,Asian
C01017,R1237,Corporate,Remote,Job board,2025-02-12,Women,Black
C01018,R1421,Corporate,Seattle,Agency,2025-08-09,Women,White
C01019,R1012,Operations,Other,Job board,2025-10-18,Men,White
C01020,R1679,Corporate,Seattle,Referral,2025-11-21,Men,White
C01021,R1245,Operations,Remote,Agency,2025-04-11,Men,White
C01022,R1239,Customer,Seattle,Job board,2025-12-13,Nonbinary/Other,Unknown
C01023,R1527,Customer,Remote,Job board,2025-01-15,Men,White
C01024,R1060,Operations,Remote,Referral,2025-03-30,Women,White
C01025,R1876,Operations,Remote,Referral,2025-04-27,Women,Unknown
C01026,R1035,Corporate,Remote,Agency,2025-01-16,Men,White
C01027,R1656,Engineering,Seattle,Job board,2025-06-20,Men,White
C01028,R1670,Engineering,Seattle,Job board,2025-10-06,Men,White
C01029,R1196,Corporate,Remote,Job board,2025-06-20,Men,Asian
C01030,R1290,Customer,Other,Referral,2025-03-13,Men,Two+
C01031,R1878,Engineering,Seattle,Agency,2025-01-03,Men,White
C01032,R1797,Corporate,Other,Job board,2025-06-16,Women,Asian
C01033,R1837,Corporate,Seattle,Referral,2025-04-12,Men,Hispanic/Latino
C01034,R1595,Corporate,Other,Referral,2025-02-01,Women,White
C01035,R1543,Engineering,Remote,Referral,2025-03-18,Women,Unknown
C01036,R1560,Corporate,Seattle,Campus,2025-09-17,Unknown,Hispanic/Latino
C01037,R1634,Operations,Other,Campus,2025-08-23,Women,Black
C01038,R1568,Corporate,Remote,Agency,2025-09-24,Women,White
C01039,R1845,Customer,Seattle,Campus,2025-09-02,Women,Unknown
C01040,R1721,Engineering,Other,Job board,2025-05-05,Men,White
C01041,R1174,Customer,Seattle,Job board,2025-01-10,Women,Black
C01042,R1952,Engineering,Remote,Campus,2025-05-08,Men,White
C01043,R1139,Customer,Seattle,Referral,2025-07-05,Nonbinary/Other,Hispanic/Latino
C01044,R1620,Corporate,Other,Job board,2025-08-28,Women,White
C01045,R1267,Operations,Remote,Agency,2025-08-15,Men,Asian
C01046,R1002,Customer,Other,Agency,2025-12-31,Women,Two+
C01047,R1727,Customer,Seattle,Referral,2025-06-28,Men,White
C01048,R1207,Operations,Seattle,Job board,2025-03-30,Women,White
C01049,R1841,Corporate,Remote,Referral,2025-01-28,Men,White
C01050,R1491,Customer,Other,Referral,2025-01-31,Men,White
C01051,R1551,Corporate,Remote,Job board,2025-11-07,Men,White
C01052,R1812,Corporate,Remote,Agency,2025-08-21,Women,White
C01053,R1097,Customer,Seattle,Job board,2025-10-06,Women,White
C01054,R1812,Engineering,Seattle,Job board,2025-09-29,Men,Hispanic/Latino
C01055,R1254,Operations,Other,Job board,2025-04-17,Unknown,White
C01056,R1557,Operations,Other,Job board,2025-05-03,Women,White
C01057,R1356,Engineering,Remote,Referral,2025-09-01,Women,White
C01058,R1629,Corporate,Remote,Agency,2025-10-31,Women,Asian
C01059,R1458,Corporate,Seattle,Campus,2025-01-22,Women,White
C01060,R1612,Corporate,Remote,Job board,2025-01-22,Men,Hispanic/Latino
C01061,R1814,Customer,Remote,Agency,2025-02-15,Unknown,White
C01062,R1815,Operations,Other,Campus,2025-05-06,Unknown,Unknown
C01063,R1823,Customer,Other,Campus,2025-04-29,Men,White
C01064,R1744,Operations,Seattle,Campus,2025-07-11,Men,White
C01065,R1637,Customer,Remote,Campus,2025-12-29,Men,White
C01066,R1555,Engineering,Remote,Referral,2025-03-14,Men,Hispanic/Latino
C01067,R1960,Operations,Remote,Campus,2025-12-10,Women,White
C01068,R1148,Operations,Seattle,Agency,2025-09-08,Men,Asian
C01069,R1805,Operations,Other,Campus,2025-12-12,Men,White
C01070,R1779,Corporate,Seattle,Campus,2025-12-01,Women,White
C01071,R1025,Operations,Remote,Campus,2025-05-28,Men,White
C01072,R1553,Operations,Other,Campus,2025-05-05,Men,Black
C01073,R1301,Engineering,Remote,Job board,2025-02-20,Men,White
C01074,R1917,Customer,Other,Campus,2025-03-27,Women,Asian
C01075,R1954,Engineering,Remote,Job board,2025-03-20,Women,White
C01076,R1719,Operations,Seattle,Job board,2025-02-10,Men,Asian
C01077,R1487,Operations,Other,Agency,2025-09-21,Women,Asian
C01078,R1003,Corporate,Remote,Referral,2025-08-24,Men,Black
C01079,R1684,Operations,Other,Campus,2025-02-15,Men,Asian
C01080,R1967,Customer,Remote,Job board,2025-12-25,Men,Unknown
C01081,R1592,Corporate,Remote,Agency,2025-05-16,Women,White
C01082,R1086,Customer,Seattle,Agency,2025-04-07,Men,White
C01083,R1190,Customer,Remote,Campus,2025-08-02,Women,White
C01084,R1381,Operations,Other,Job board,2025-09-12,Men,Asian
C01085,R1164,Customer,Remote,Campus,2025-01-21,Women,Hispanic/Latino
C01086,R1225,Operations,Other,Campus,2025-12-30,Women,White
C01087,R1839,Operations,Other,Job board,2025-11-14,Men,White
C01088,R1888,Operations,Remote,Referral,2025-01-08,Men,Asian
C01089,R1909,Corporate,Remote,Agency,2025-08-26,Women,White
C01090,R1690,Corporate,Other,Referral,2025-11-11,Women,White
C01091,R1467,Operations,Other,Campus,2025-11-13,Men,White
C01092,R1985,Engineering,Seattle,Referral,2025-07-06,Men,Asian
C01093,R1556,Operations,Remote,Agency,2025-11-13,Women,White
C01094,R1507,Customer,Remote,Job board,2025-02-10,Women,White
C01095,R1405,Customer,Seattle,Campus,2025-12-09,Men,Black
C01096,R1323,Corporate,Seattle,Agency,2025-11-01,Women,White
C01097,R1225,Operations,Other,Job board,2025-06-18,Unknown,White
C01098,R1065,Corporate,Other,Referral,2025-01-03,Men,White
C01099,R1175,Operations,Remote,Referral,2025-08-18,Men,White
C01100,R1139,Corporate,Other,Job board,2025-04-09,Men,White
C01101,R1241,Customer,Other,Campus,2025-10-20,Men,White
C01102,R1619,Corporate,Other,Agency,2025-04-28,Men,Black
C01103,R1535,Customer,Remote,Campus,2025-01-02,Nonbinary/Other,Asian
C01104,R1262,Customer,Other,Campus,2025-02-27,Men,White
C01105,R1727,Corporate,Remote,Job board,2025-03-03,Women,White
C01106,R1646,Corporate,Remote,Agency,2025-01-07,Women,White
C01107,R1685,Operations,Other,Campus,2025-02-24,Unknown,White
C01108,R1979,Corporate,Remote,Job board,2025-12-11,Men,Hispanic/Latino
C01109,R1849,Engineering,Other,Job board,2025-01-21,Women,Unknown
C01110,R1093,Operations,Remote,Referral,2025-07-12,Men,White
C01111,R1509,Corporate,Remote,Job board,2025-11-05,Women,White
C01112,R1081,Corporate,Remote,Referral,2025-03-19,Men,White
C01113,R1014,Operations,Remote,Referral,2025-11-21,Women,Unknown
C01114,R1010,Customer,Other,Referral,2025-01-23,Nonbinary/Other,White
C01115,R1130,Corporate,Remote,Job board,2025-10-14,Men,White
C01116,R1273,Operations,Other,Referral,2025-01-28,Women,White
C01117,R1141,Customer,Other,Job board,2025-06-03,Nonbinary/Other,Unknown
C01118,R1999,Customer,Other,Campus,2025-02-17,Men,White
C01119,R1984,Engineering,Remote,Agency,2025-01-15,Women,Hispanic/Latino
C01120,R1305,Corporate,Other,Campus,2025-09-15,Women,White
C01121,R1547,Operations,Remote,Campus,2025-02-03,Men,White
C01122,R1434,Engineering,Other,Agency,2025-08-21,Women,White
C01123,R1953,Customer,Remote,Job board,2025-12-02,Women,White
C01124,R1222,Operations,Seattle,Campus,2025-09-30,Women,White
C01125,R1644,Engineering,Other,Job board,2025-12-03,Women,White
C01126,R1501,Engineering,Remote,Agency,2025-12-21,Women,White
C01127,R1998,Engineering,Remote,Referral,2025-07-08,Men,White
C01128,R1240,Engineering,Seattle,Campus,2025-01-24,Women,White
C01129,R1383,Customer,Other,Referral,2025-02-07,Men,Asian
C01130,R1895,Customer,Other,Agency,2025-09-06,Men,White
C01131,R1204,Customer,Remote,Referral,2025-01-17,Unknown,White
C01132,R1328,Operations,Seattle,Referral,2025-08-22,Men,Black
C01133,R1693,Corporate,Other,Job board,2025-06-18,Men,White
C01134,R1523,Corporate,Other,Agency,2025-02-07,Men,White
C01135,R1753,Corporate,Remote,Referral,2025-07-07,Women,White
C01136,R1797,Customer,Remote,Referral,2025-09-11,Men,Hispanic/Latino
C01137,R1792,Corporate,Remote,Campus,2025-09-27,Men,White
C01138,R1563,Corporate,Seattle,Job board,2025-10-25,Men,White
C01139,R1565,Corporate,Remote,Referral,2025-06-21,Women,Unknown
C01140,R1270,Customer,Other,Agency,2025-02-01,Men,White
C01141,R1206,Operations,Seattle,Job board,2025-08-25,Women,White
C01142,R1326,Corporate,Other,Agency,2025-09-21,Women,White
C01143,R1203,Engineering,Other,Campus,2025-01-08,Women,White
C01144,R1516,Customer,Seattle,Referral,2025-08-09,Unknown,White
C01145,R1040,Engineering,Seattle,Agency,2025-08-04,Women,White
C01146,R1940,Customer,Seattle,Referral,2025-09-11,Women,White
C01147,R1232,Customer,Other,Campus,2025-08-25,Women,Unknown
C01148,R1573,Corporate,Remote,Job board,2025-03-02,Men,Black
C01149,R1495,Operations,Seattle,Agency,2025-05-14,Men,Asian
C01150,R1363,Corporate,Remote,Job board,2025-03-20,Unknown,Hispanic/Latino
C01151,R1890,Customer,Other,Referral,2025-08-07,Men,White
C01152,R1214,Corporate,Seattle,Campus,2025-10-31,Women,Two+
C01153,R1774,Corporate,Remote,Campus,2025-12-02,Women,Unknown
C01154,R1975,Operations,Other,Job board,2025-10-01,Women,White
C01155,R1191,Corporate,Seattle,Campus,2025-12-11,Women,Black
C01156,R1274,Engineering,Remote,Agency,2025-07-25,Women,White
C01157,R1530,Corporate,Remote,Referral,2025-11-22,Men,Black
C01158,R1648,Customer,Other,Campus,2025-07-03,Men,White
C01159,R1604,Customer,Seattle,Referral,2025-06-01,Unknown,White
C01160,R1815,Engineering,Remote,Job board,2025-08-16,Unknown,Black
C01161,R1754,Engineering,Other,Referral,2025-12-30,Unknown,Hispanic/Latino
C01162,R1583,Engineering,Seattle,Job board,2025-09-25,Men,White
C01163,R1070,Engineering,Seattle,Referral,2025-11-17,Women,Asian
C01164,R1080,Engineering,Remote,Referral,2025-06-14,Unknown,Black
C01165,R1201,Corporate,Remote,Job board,2025-12-05,Women,White
C01166,R1442,Customer,Remote,Referral,2025-06-02,Men,White
C01167,R1595,Customer,Remote,Job board,2025-02-02,Men,White
C01168,R1699,Engineering,Seattle,Job board,2025-10-16,Women,Hispanic/Latino
C01169,R1153,Engineering,Remote,Referral,2025-02-23,Men,White
C01170,R1893,Customer,Other,Agency,2025-07-10,Men,Asian
C01171,R1307,Corporate,Seattle,Campus,2025-11-22,Men,White
C01172,R1437,Engineering,Remote,Job board,2025-10-27,Women,White
C01173,R1698,Customer,Remote,Agency,2025-02-01,Men,Asian
C01174,R1348,Customer,Other,Job board,2025-08-27,Men,White
C01175,R1170,Corporate,Other,Campus,2025-07-05,Men,White
C01176,R1264,Customer,Other,Agency,2025-04-14,Women,Asian
C01177,R1052,Engineering,Other,Referral,2025-08-08,Men,White
C01178,R1195,Operations,Other,Agency,2025-02-28,Men,Hispanic/Latino
C01179,R1808,Customer,Seattle,Job board,2025-07-11,Women,Black
C01180,R1162,Corporate,Remote,Campus,2025-05-02,Men,Unknown
C01181,R1927,Corporate,Remote,Referral,2025-11-10,Men,White
C01182,R1465,Engineering,Remote,Campus,2025-04-07,Men,White
C01183,R1951,Operations,Other,Campus,2025-08-19,Men,Asian
C01184,R1524,Operations,Seattle,Job board,2025-02-19,Women,White
C01185,R1177,Customer,Other,Job board,2025-11-04,Women,White
C01186,R1227,Corporate,Other,Referral,2025-05-12,Men,Black
C01187,R1795,Customer,Other,Agency,2025-10-12,Women,White
C01188,R1463,Engineering,Other,Referral,2025-04-26,Men,White
C01189,R1051,Operations,Seattle,Campus,2025-01-30,Men,White
C01190,R1112,Operations,Seattle,Agency,2025-06-27,Men,Black
C01191,R1432,Customer,Other,Agency,2025-12-15,Men,Two+
C01192,R1585,Operations,Seattle,Agency,2025-02-16,Nonbinary/Other,White
C01193,R1567,Engineering,Other,Job board,2025-11-07,Women,Two+
C01194,R1238,Operations,Remote,Campus,2025-05-01,Men,White
C01195,R1653,Corporate,Other,Referral,2025-11-17,Men,Asian
C01196,R1967,Customer,Seattle,Agency,2025-01-29,Men,Unknown
C01197,R1188,Customer,Other,Job board,2025-05-30,Women,White
C01198,R1239,Customer,Other,Referral,2025-11-14,Men,White
C01199,R1665,Operations,Seattle,Campus,2025-06-04,Women,Unknown
C01200,R1031,Engineering,Remote,Campus,2025-05-02,Men,Asian
C01201,R1384,Operations,Seattle,Referral,2025-01-17,Men,White
C01202,R1623,Customer,Remote,Job board,2025-06-02,Men,Hispanic/Latino
C01203,R1904,Corporate,Seattle,Referral,2025-09-03,Men,White
C01204,R1844,Customer,Other,Job board,2025-12-30,Women,White
C01205,R1608,Corporate,Remote,Referral,2025-07-23,Men,Two+
C01206,R1540,Corporate,Other,Agency,2025-12-23,Women,Asian
C01207,R1753,Engineering,Seattle,Agency,2025-12-17,Women,Asian
C01208,R1265,Operations,Remote,Campus,2025-02-01,Men,White
C01209,R1245,Customer,Remote,Campus,2025-11-06,Men,Asian
C01210,R1527,Corporate,Other,Campus,2025-09-26,Men,White
C01211,R1687,Engineering,Other,Job board,2025-02-05,Men,White
C01212,R1184,Operations,Remote,Agency,2025-03-21,Men,White
C01213,R1345,Corporate,Other,Agency,2025-12-24,Men,White
C01214,R1643,Corporate,Seattle,Job board,2025-04-10,Men,White
C01215,R1438,Corporate,Remote,Campus,2025-03-06,Unknown,White
C01216,R1347,Corporate,Remote,Referral,2025-01-03,Women,White
C01217,R1905,Corporate,Seattle,Agency,2025-12-09,Men,Two+
C01218,R1614,Operations,Remote,Campus,2025-11-06,Women,White
C01219,R1497,Operations,Seattle,Campus,2025-01-18,Women,Black
C01220,R1811,Engineering,Seattle,Referral,2025-01-03,Men,Asian
C01221,R1625,Customer,Seattle,Job board,2025-09-14,Women,Unknown
C01222,R1376,Engineering,Remote,Job board,2025-11-30,Men,Asian
C01223,R1644,Operations,Other,Job board,2025-08-30,Women,White
C01224,R1111,Engineering,Other,Job board,2025-01-29,Women,White
C01225,R1045,Engineering,Seattle,Campus,2025-12-08,Men,Black
C01226,R1226,Corporate,Remote,Referral,2025-04-29,Unknown,Two+
C01227,R1699,Corporate,Seattle,Agency,2025-10-03,Women,Asian
C01228,R1797,Customer,Other,Job board,2025-10-09,Men,Two+
C01229,R1964,Operations,Remote,Job board,2025-03-16,Women,Asian
C01230,R1181,Customer,Seattle,Campus,2025-05-01,Men,Unknown
C01231,R1744,Customer,Other,Agency,2025-02-11,Men,Asian
C01232,R1177,Customer,Remote,Agency,2025-10-12,Men,White
C01233,R1205,Engineering,Remote,Job board,2025-07-19,Men,White
C01234,R1683,Operations,Remote,Campus,2025-02-06,Women,White
C01235,R1444,Customer,Seattle,Campus,2025-07-28,Women,White
C01236,R1750,Corporate,Remote,Agency,2025-02-01,Men,Hispanic/Latino
C01237,R1750,Customer,Remote,Referral,2025-06-03,Women,White
C01238,R1033,Operations,Other,Agency,2025-01-14,Men,White
C01239,R1318,Customer,Remote,Agency,2025-04-17,Men,Asian
C01240,R1067,Corporate,Remote,Agency,2025-07-27,Women,White
C01241,R1959,Customer,Remote,Agency,2025-12-09,Women,Unknown
C01242,R1795,Customer,Remote,Referral,2025-08-19,Women,Asian
C01243,R1535,Customer,Seattle,Agency,2025-11-06,Women,Asian
C01244,R1718,Corporate,Other,Referral,2025-03-12,Women,Unknown
C01245,R1718,Engineering,Remote,Campus,2025-06-21,Men,Hispanic/Latino
C01246,R1558,Corporate,Seattle,Referral,2025-04-26,Women,White
C01247,R1535,Engineering,Seattle,Referral,2025-04-03,Women,Two+
C01248,R1157,Corporate,Remote,Campus,2025-03-13,Men,White
C01249,R1726,Customer,Other,Referral,2025-12-07,Men,Asian
C01250,R1517,Corporate,Seattle,Agency,2025-02-10,Women,White
C01251,R1041,Customer,Seattle,Agency,2025-04-08,Women,White
C01252,R1189,Corporate,Seattle,Job board,2025-05-19,Women,White
C01253,R1853,Engineering,Seattle,Agency,2025-02-10,Unknown,White
C01254,R1121,Customer,Other,Campus,2025-01-02,Women,Hispanic/Latino
C01255,R1596,Customer,Seattle,Referral,2025-02-06,Nonbinary/Other,Unknown
C01256,R1075,Engineering,Other,Agency,2025-04-27,Men,White
C01257,R1012,Customer,Remote,Job board,2025-06-27,Women,White
C01258,R1083,Corporate,Seattle,Agency,2025-11-01,Unknown,White
C01259,R1386,Engineering,Remote,Campus,2025-03-07,Men,White
C01260,R1082,Corporate,Remote,Agency,2025-01-06,Men,Black
C01261,R1902,Corporate,Other,Job board,2025-07-16,Men,White
C01262,R1508,Operations,Seattle,Campus,2025-05-27,Men,White
C01263,R1983,Operations,Seattle,Job board,2025-01-30,Women,Hispanic/Latino
C01264,R1615,Customer,Seattle,Job board,2025-12-21,Unknown,White
C01265,R1310,Customer,Seattle,Job board,2025-02-26,Women,Hispanic/Latino
C01266,R1302,Operations,Seattle,Referral,2025-12-20,Men,Two+
C01267,R1812,Engineering,Seattle,Agency,2025-09-16,Men,White
C01268,R1370,Corporate,Seattle,Job board,2025-02-22,Women,White
C01269,R1677,Customer,Seattle,Job board,2025-10-22,Women,White
C01270,R1160,Operations,Remote,Job board,2025-06-14,Women,White
C01271,R1047,Engineering,Seattle,Campus,2025-08-22,Men,White
C01272,R1745,Corporate,Other,Job board,2025-09-06,Women,White
C01273,R1097,Operations,Other,Referral,2025-09-29,Women,White
C01274,R1123,Customer,Other,Agency,2025-11-24,Unknown,White
C01275,R1453,Operations,Other,Job board,2025-05-22,Men,Asian
C01276,R1524,Engineering,Other,Campus,2025-11-05,Women,White
C01277,R1954,Engineering,Seattle,Job board,2025-09-06,Unknown,Unknown
C01278,R1551,Operations,Other,Agency,2025-07-25,Women,White
C01279,R1545,Operations,Remote,Campus,2025-04-21,Women,Asian
C01280,R1477,Engineering,Remote,Agency,2025-12-11,Men,White
C01281,R1206,Engineering,Other,Agency,2025-06-02,Women,Hispanic/Latino
C01282,R1554,Engineering,Remote,Campus,2025-02-19,Men,White
C01283,R1229,Corporate,Remote,Job board,2025-06-23,Men,Hispanic/Latino
C01284,R1945,Engineering,Seattle,Job board,2025-01-19,Women,White
C01285,R1698,Operations,Other,Agency,2025-05-11,Women,Hispanic/Latino
C01286,R1417,Corporate,Remote,Job board,2025-11-20,Women,Hispanic/Latino
C01287,R1370,Engineering,Remote,Agency,2025-07-31,Nonbinary/Other,White
C01288,R1750,Customer,Remote,Referral,2025-01-29,Nonbinary/Other,Asian
C01289,R1522,Corporate,Remote,Referral,2025-07-30,Women,White
C01290,R1732,Customer,Seattle,Agency,2025-10-21,Women,Unknown
C01291,R1919,Engineering,Other,Agency,2025-08-07,Women,White
C01292,R1838,Customer,Remote,Agency,2025-08-29,Men,White
C01293,R1564,Corporate,Remote,Referral,2025-05-30,Men,Hispanic/Latino
C01294,R1587,Engineering,Seattle,Campus,2025-07-25,Nonbinary/Other,White
C01295,R1537,Engineering,Seattle,Referral,2025-11-25,Women,Hispanic/Latino
C01296,R1143,Corporate,Remote,Referral,2025-01-12,Men,Asian
C01297,R1567,Corporate,Remote,Agency,2025-09-17,Women,White
C01298,R1670,Corporate,Seattle,Referral,2025-03-10,Men,Unknown
C01299,R1264,Operations,Seattle,Campus,2025-05-22,Women,Hispanic/Latino
C01300,R1393,Operations,Other,Agency,2025-04-11,Women,Asian
C01301,R1721,Customer,Seattle,Referral,2025-05-05,Women,White
C01302,R1116,Corporate,Other,Referral,2025-12-24,Men,Asian
C01303,R1272,Engineering,Seattle,Agency,2025-02-04,Men,White
C01304,R1963,Customer,Remote,Agency,2025-04-06,Women,White
C01305,R1596,Operations,Remote,Job board,2025-12-21,Women,Unknown
C01306,R1345,Corporate,Seattle,Campus,2025-05-23,Men,White
C01307,R1087,Operations,Other,Job board,2025-06-14,Men,Asian
C01308,R1174,Engineering,Other,Referral,2025-03-17,Women,Unknown
C01309,R1185,Operations,Seattle,Campus,2025-05-07,Men,Hispanic/Latino
C01310,R1569,Corporate,Remote,Campus,2025-01-14,Unknown,White
C01311,R1742,Engineering,Other,Campus,2025-12-25,Women,White
C01312,R1086,Engineering,Remote,Agency,2025-11-04,Unknown,White
C01313,R1160,Operations,Remote,Campus,2025-12-10,Women,White
C01314,R1300,Engineering,Other,Campus,2025-11-22,Unknown,White
C01315,R1951,Corporate,Remote,Job board,2025-06-01,Women,Black
C01316,R1228,Customer,Remote,Job board,2025-09-14,Women,Black
C01317,R1241,Customer,Remote,Campus,2025-04-07,Men,White
C01318,R1773,Customer,Seattle,Job board,2025-08-14,Women,White
C01319,R1987,Corporate,Remote,Referral,2025-12-03,Women,White
C01320,R1796,Operations,Seattle,Referral,2025-08-18,Men,White
C01321,R1482,Corporate,Seattle,Agency,2025-04-28,Women,Hispanic/Latino
C01322,R1379,Corporate,Seattle,Campus,2025-11-21,Men,White
C01323,R1995,Corporate,Other,Job board,2025-03-14,Men,Asian
C01324,R1513,Corporate,Other,Agency,2025-10-02,Men,Hispanic/Latino
C01325,R1628,Engineering,Seattle,Referral,2025-08-16,Men,Asian
C01326,R1806,Customer,Other,Agency,2025-09-05,Men,Black
C01327,R1442,Customer,Seattle,Campus,2025-04-01,Men,White
C01328,R1414,Operations,Other,Campus,2025-04-03,Men,Asian
C01329,R1272,Engineering,Remote,Job board,2025-03-21,Men,Hispanic/Latino
C01330,R1643,Operations,Seattle,Campus,2025-12-13,Women,White
C01331,R1157,Operations,Seattle,Job board,2025-09-29,Men,White
C01332,R1149,Customer,Seattle,Campus,2025-07-22,Men,Asian
C01333,R1205,Customer,Seattle,Campus,2025-10-14,Men,White
C01334,R1576,Corporate,Remote,Job board,2025-01-25,Men,Asian
C01335,R1521,Corporate,Seattle,Job board,2025-08-14,Women,White
C01336,R1624,Operations,Seattle,Job board,2025-07-18,Men,Hispanic/Latino
C01337,R1465,Engineering,Remote,Agency,2025-11-21,Men,White
C01338,R1532,Engineering,Seattle,Campus,2025-10-27,Men,White
C01339,R1513,Operations,Remote,Campus,2025-07-03,Men,White
C01340,R1615,Customer,Seattle,Agency,2025-02-15,Men,White
C01341,R1597,Operations,Seattle,Agency,2025-07-12,Men,Asian
